id	artist	song	album_name
iWnmhvymna7WRdDS	Bon Jovi	Diamond Ring	These Days
iWupbDWLUss59IAo	Twin Shadow	To The Top	Eclipse
iX0xH2FggsGx8v1Y	Guided by Voices	Blimps Go 90	Alien Lanes
iXg4Apj8F9wnFQOk	Pendulum	Encoder	Immersion
iYIjaTZ1ScAaqkme	Afroman	Because I Got High	The Good Times
iYhQ4UgxaUd0S9kI	Carrie Underwood	Like I'll Never Love You Again	Storyteller
iYs4GUJMafsrj4kb	Fleetwood Mac	Rattlesnake Shake	50 Years - Don't Stop
iYvmwsqhBPJj3VqC	Atomic Rooster	Nobody Else	Death Walks Behind You
iZC9u57u2O2ZU9Ev	KLB	A Cada Dez Palavras	KLB 2002
ia6MOjJdZLBlbxmP	Cher	Dangerous Times	Cher
iayvOf5qi7mfuCmC	Snow Patrol	Engines	A Hundred Million Suns
ib9ZYJjxnTl230hk	Hatchie	Sure	Sure
idF1cH4qAb3AKuAc	The Strokes	Ask Me Anything	First Impressions Of Earth
idRfT8nFLsPMhaO5	Jeff Buckley	Jewel Box	Sketches for My Sweetheart The Drunk
ie0YmvAWqreIz0f8	Dead Boys	3rd Generation Nation	We Have Come For Your Children
iemAz5ToyfxIX2Qi	Paramore	Decoy	The Final RIOT! (Live)
ifUXhFwFCJh75YVU	Jill Scott	Blessed	The Light Of The Sun
ifZzE5d3PR3NWps8	Lotus Plaza	Jet Out of the Tundra	Spooky Action At a Distance
ig09buEHLo4AqiBr	The Chameleons	In Answer	Strange Times
igAcBv5BibyJE2Ib	Mother Mother	Getaway	Eureka
igGWV2YsNZFjVCDD	Owl City	Lucid Dream	Cinematic
iglBkItdGVz3tOAG	The Beatles	Help! - Remastered 2009	Help! (Remastered)
iiDE169ZjdsoAiiW	Gal Costa	O Gosto Do Amor	Agua Viva
iiUveYG1BM5KROVd	Childish Gambino	Lights Turned On	EP (2011 Re-Release)
iikufrfKJAAwTjFv	Daft Punk	Around the World	Homework
ijR8bMV3mpWlpYcP	Amon Amarth	Gods of War Arise	With Oden On Our Side
ijT1kA59nzg3s72V	Rae Morris	Reborn	Someone Out There
ijweFLzvRYUPCOYC	Joe Vasconcellos	Mágico	Mágico: El Recital (En Vivo)
imO8QgdRgo57vfDR	Epica	The Funky Algorithm	The Holographic Principle
inHyPT70KUua8aLD	The Sounds	Seven Days a Week	Living In America
inL3Q1H10dT7oWT1	Peter Brown	Dance With Me	A Fantasy Love Affair
ipqVXbpJlqaYCvVl	Mumford & Sons	I Will Wait	Babel (Deluxe Version)
ipz3lsT6hIFqP1nj	Spice Girls	Time Goes By	Forever
iq0hz8Apiw2wnYEA	Prince and the New Power Generation	Diamonds and Pearls	Diamonds And Pearls
iq77SraHFFqLrHY4	Kim Kyunghee	And I'm here	Guardian (Original Television Soundtrack) Part 11
iq98eAUZIPMFdViq	Batushka	Yekteniya IV	Litourgiya
iqGSNtLGoO0rIdoJ	Creedence Clearwater Revival	Down on the Corner	Willy And The Poor Boys (40th Anniversary Edition)
iqOKGmogbpUlCpOQ	Daughters	Ocean Song	You Won't Get What You Want
iqbDZ7saElL7P2UT	Shura	White Light	Nothing's Real
irNlUQUsT2eVyqvL	Elle King	Where The Devil Don't Go	Love Stuff
irOvqSgQCPVFaquM	Megadeth	Mechanix	Killing Is My Business...And Business Is Good!
irbpWCEufcq1BMYV	Avenged Sevenfold	Coming Home	Hail to the King
ire6sDD2ryFx62Vx	Supertramp	My Kind Of Lady	Famous Last Words (Remastered)
ireClDQVG4zRq7ts	Robert Plant	Please Read The Letter	Raising Sand
irkz2AdhtMYgAYXN	Soundgarden	Fresh Tendrils	Superunknown (20th Anniversary)
isX7p48BazaZteUH	Van Morrison	Irish Heartbeat	Duets: Re-Working The Catalogue
isgB2lA8MuLtgHMY	Pet Shop Boys	Love etc.	Yes
isjZMj3qLZJN5dm4	Robbie Williams	Angels	Life Thru A Lens
isqc97Kz7aS5u8YF	Paul McCartney	Man We Was Lonely	McCartney (Deluxe Version)
it8468dBMbRrw2K8	The Orb	Little Fluffy Clouds	U.F.Off: The Best Of The Orb
itSU85etD1M8fNbM	Alicia Keys	No One - Acoustic	Vault Playlist Vol. 1
iuC7ksd9ZI6rBDQx	John Legend	Stay with You	Get Lifted
ivBNExa7WNHOui69	Prince Royce	Stand By Me	Prince Royce
ivGVLselfIshUMsv	Megadeth	Psychotron	Countdown To Extinction
ivPtxcZCxnLfo2qb	Maldita Nerea	El Secreto De Las Tortugas - Version 2010	El Secreto de las Tortugas (Version 2010)
ivVVmRalSp0TsI3h	Dire Straits	Why Worry?	Brothers in Arms
ivVsjlqRl2ocUnAn	Lacrimosa	Siehst Du Mich Im Licht?	Stille
ivpQdsiz0WiyzXvY	Necrophagist	Culinary Hyperversity	Onset Of Putrefaction
iw21Bo1VYYCT6n7A	Troye Sivan	YOUTH	Blue Neighbourhood (Deluxe)
iw9ZpEzmntAY2Zr6	Raul Seixas	Meu Amigo Pedro	Há 10 Mil Anos Atrás
iwYBb0HtGZySccaF	The Shins	Simple Song	Port Of Morrow
ixVAQuziCzCrXrnZ	Hooverphonic	No More Sweet Music	No More Sweet Music
ixhYIiyMqEdzsD23	Lynyrd Skynyrd	Sweet Home Alabama	Second Helping
iy7o6IFZHuQA2nWE	Bob Marley & The Wailers	Duppy Conqueror	Small Axe (The UK Upsetter Recordings, 1970 to 1972)
iySVyADdWDEsM60S	Tove Styrke	... Baby One More Time	... Baby One More Time
iywn89FZvqyWCHyR	Little Red	Rock It	Midnight Remember
iz4VGpeuKwnDestf	BTS	A Supplementary Story: You Never Walk Alone	You Never Walk Alone
izQl5dxQnavvmOYp	Elvis Presley	Little Sister	Elvis' Golden Records, Vol. 3
j0WIhrK42JwAMpAZ	Guardin	demons in my orbit	Demons in My Orbit
j0cuibch2ONotUJ1	Miranda Lambert	Down	Kerosene
j0wTBFEHzNDrswZN	Logic	Buried Alive	Under Pressure (Deluxe)
j1MSs9JeAN1DznEd	Uada	Black Autumn, White Spring	Devoid of Light
j1tkQXxMQR6vSgeY	Dozer	Big Sky Theory	Through The Eyes Of Heathens
j2HTxrOLQE5ErXsA	Gigi D'Agostino	La Passion	L'Amour Toujours
j2tMN8BEiUxfXGRH	Motion City Soundtrack	Shiver	I Am The Movie
j2wn3enEucwIMiGR	Strawberry Switchblade	Since Yesterday	Strawberry Switchblade
j38kWGeww0fjqBrC	t.A.T.u.	Sacrifice	Dangerous and Moving
j3M5wIzPIMZO9UdB	Kate Bush	Prologue	Aerial
j3gpCOZnRhd3eFEW	The Vamps	Worry	Wake Up (Deluxe)
j63Pu2SUnO4OASD9	Mystery Jets	Someone Purer	Radlands
j6NFnqnGJw9TFHTa	Mary J. Blige	Come to Me (Peace)	Growing Pains
j71XqAUnOzPANZBB	The Band	I Shall Be Released	Music From Big Pink (Remastered)
j7AdtCv6SrjpTwmi	Nelly Furtado	Behind Your Back	Behind Your Back
j7TDZzge9WWcRrYa	Kelly Clarkson	Thankful	Thankful
j8X2TGx1swifMcYD	Teddybears	SunShine	Sunshine
j8qrlsfqWAPqzqD9	Modest Mouse	Float On	Good News For People Who Love Bad News
j9A5YRcTbsNwk36M	Rome	The Orchards	Berlin
j9CTOHVcW8Pd7814	Primus	The Toys Go Winding Down	Frizzle Fry (Remastered)
j9VwEMReK4VYjwEX	A Perfect Circle	Freedom Of Choice	eMOTIVe
j9ZuDGejno0GYfsr	Hammock	Keep Your Rifle by Your Side (Reinterpretation)	Far Cry 5 Presents: We Will Rise Again (Original Game Soundtrack)
j9cZIhNeaNc2KMoa	Andrew Lloyd Webber	Angel of Music	The Phantom Of The Opera (Original Motion Picture Soundtrack)
jA6lkxaIsH2ZBf8r	The Cardigans	In The Afternoon	Emmerdale (Remastered)
jAmlfX0zCVbOy778	Kanye West	FML	The Life Of Pablo
jApe3w1e8VYLvXUA	Kylie Minogue	Come Into My World	Fever
jB31k5mRnPAFPgUd	Birdy	Lifted	Beautiful Lies
jBMYgoEaEs1PeAw8	The Ruins of Beverast	Surtur Barbaar Maritime	Exuvia
jBt6v1SBytV6A9Cg	Metallica	Carpe Diem Baby	Reload
jC8s4uavjwR1OcoG	Julie Andrews	Supercalifragilisticexpialidocious	The Sherman Brothers Songbook
jCSocLA9DNsaNM0d	Bridgit Mendler	Somebody	Lemonade Mouth
jCr64GDnzODJJsyx	Fun Boy Three	Our Lips Are Sealed	Waiting
jDTmChdA1VOAykV9	Say Lou Lou	Nothing but a Heartbeat	Lucid Dreaming (Deluxe Edition)
jDg7M1pL56de2DW6	Rites of Spring	By Design	Rites of Spring
jEMxGIVB7OrAg93t	Skylar Grey	Come Up For Air	Natural Causes
jFUhAzyCCr8WM8Go	Spoon	They Want My Soul	They Want My Soul
jFudnCTSLiyc7CiR	Edyta Bartosiewicz	Jenny	65 lat polskiej piosenki 2
jGIHp0MVsFnKuOr1	Justin Timberlake	Body Count	The 20/20 Experience (Deluxe Version)
jGJUNhikVMuw39F5	Britney Spears	Pretty Girls	Pretty Girls
jGjGSX5T8iArwZPj	Kvelertak	Nattesferd	Nattesferd
jHLns0427Wruwtkm	MC KEVIN O CHRIS	Tu tá na gaiola	Tu Tá na Gaiola (Radio Edit)
jHMlg5bSOwFyoYGP	glades	Do Right	Do Right
jHTZwi0UUuf2C2Zx	Steely Dan	Third World Man	Gaucho
jI4omGgcick1MeGd	Leprous	The Valley	Coal
jIK7gpp8OnoSSchH	Gal Costa	País Tropical	Gal Costa
jIPJrTRbb600Gh1u	Melt-Banana	If It is the Deep Sea, I Can See You There	Cell-Scape
jJ3RkjQHgkn4ratL	Dustin Tebbutt	The Breach	The Breach EP
jJEgEAF2iuW4yk9g	Danny Brown	When It Rain	Atrocity Exhibition
jJSep11zFCiViYgf	Katy Perry	Act My Age	Witness (Deluxe)
jJTyOckRu1WYNk1W	Sunrise Avenue	Destiny	On the Way to Wonderland - Gold Edition
jJv36zvPl85wSi5a	Mamonas Assassinas	Cabeça De Bagre II	Mamonas Assassinas
jKD3XnlWI7pRq5vW	Cyndi Lauper	That's What I Think	Twelve Deadly Cyns...And Then Some
jKW9kcLuohKhHPLO	Lane 8	Stir Me Up	Little by Little
jKxlEW8EKiPyRbLW	The Darkness	I Believe in a Thing Called Love	Permission To Land
jKyeNJlMZGWlUcKt	Teenage Fanclub	About You	Grand Prix
jL6s2F3IzVDtutwl	Michael Jackson	Jam	Dangerous
jMHpZGOzfhU381yI	Helena Paparizou	My Number One	My Number One
jMYH9FaRakCWwSyG	The Veronicas	If You Love Someone	The Veronicas
jNMoM6EUyoY1fz8x	James Vincent McMorrow	Get Low	We Move
jNmI5vBg1kD5Rybr	Dave Matthews Band	Where Are You Going	Busted Stuff
jO2MUbLx68dim60R	Breakestra	Hiding	Hit the Floor
jO4KlsmqrANpSyOv	Fresno	Diga, parte 2	Infinito
jOEL85ImTTwtWGYP	Europe	Open Your Heart	Wings Of Tomorrow
jOh6Ui59gqd0iVvA	The Jackson 5	Santa Claus Is Coming To Town	Christmas Album
jOmFdzAm9G7dWJag	Jennifer Lopez	Mile in These Shoes	Brave
jP4TifLBiphiktrm	Defeater	Empty Glass	Empty Days & Sleepless Nights
jPQ15ZwL5PrusQZd	The Mamas & the Papas	Dream A Little Dream Of Me	The Papas & The Mamas
jPzfieUDfHZbQFtT	Kero Kero Bonito	If I'd Known	Time 'n' Place
jQYLaYeOnQt0E839	Idles	Stendhal Syndrome	Brutalism
jR21UT5IJF7I5dq9	Julia Jacklin	Sweet Step	Don't Let The Kids Win
jR8t5PLmUJOjAb4F	Love	Maybe the People Would Be the Times or Between Clark and Hilldale	Forever Changes (2015 Remastered Version)
jReZjxRp2qpEMyhf	Soilwork	Rejection Role	Figure Number Five
jSmz2UywO1uQWobf	Sentidos Opuestos	Ardiente Tentación	Viento A Favor
jT5A0dThk1mSg3TT	Céu	Espaçonave	Vagarosa
jTAOyGpU8JVjfC61	Richard Swift	Lady Luck	The Atlantic Ocean
jURoRVJYIkeBYi3C	Cherrelle	I Didn't Mean to Turn You On	Fragile
jUrFd5jXG8ckGZtR	Talk Talk	John Cope	The Very Best Of
jVQkYkD9E4G1XuGu	Yes	Heart of the Sunrise	Fragile (Deluxe Version)
jVp2O2BoTmkv1BG3	Soul II Soul	Back To Life (However Do You Want Me)	Club Classics Vol. One
jW78oqM481fQtAm7	Paul Weller	Wild Wood	Wild Wood
jWoPLkSAzoccD2TE	Jamie Woon	Lady Luck	Mirrorwriting
jXZV5Ho0CVMqZQKn	Baths	Plea	Cerulean
jXjOvjBoAJ860ZgD	Imagine Dragons	Cha-Ching (Till We Grow Older)	Night Visions
jXkfmcP5zcw2fJDz	Five Finger Death Punch	American Capitalist	American Capitalist
jYQtvZ9IYV2LMq2q	Theory of a Deadman	Better Off	Gasoline [Special Edition]
jYZozjIWRSGCqBgY	Jordin Sparks	It Takes More	Battlefield
jZIPz5Hs52i4iyvM	The Frozen Autumn	Guardian Angel	Is Anybody There?
jZfcQW4j46BN4TBr	Benjamin Biolay	Bien avant	Trash yéyé
jZiEhnwf1U9gsHSm	Iggy Pop	Baby	The Idiot
jZtC3lVVuZtKCbUW	Church & AP	Ready Or Not	Ready Or Not
ja03mzPNCuBLY7A2	Usher	I Care for U	Looking 4 Myself (Expanded Edition)
jaJzmmNr1sWLN3nx	Dungen	Gör Det Nu	Tio Bitar
jaiBwtq2wWgQi7vI	Marilyn Monroe	I Wanna Be Loved By You	Marilyn Monroe 50th Anniversary Album
jark6tVTtsel3gNB	Inspiral Carpets	Saturn 5	Devil Hopping
jbPhzvhwQYEYiy6F	WETTER	who	Who
jbjUZEcZaHfnHI2X	Faith No More	Naked in Front of the Computer	Album of the Year
jcKVjb92tY0FGtKR	Don Broco	Tightrope	Technology
jca5dsYaF8qgqRot	Poliça	Dark Star	Give You The Ghost
jdZ19gUUdte3ZHPr	Bat for Lashes	A Wall	The Haunted Man (Deluxe Version)
jeJ0vNZtdwfGUoCS	Britney Spears	Cinderella	Britney (Digital Deluxe Version)
jedSAFuflOCD6G1u	Opeth	Prologue	My Arms, Your Hearse
jfrbfnMIPMfkYULV	Sade	No Ordinary Love	Love Deluxe
jgLEhjGBjNhQ66XJ	Neil Diamond	Forever in Blue Jeans	You Don't Bring Me Flowers
jh9wJacdOmeWonBQ	Kruder & Dorfmeister	Original Bedroom Rockers	Chillout Album 3
jhISg9UHCeZdeJTv	Evanescence	End of the Dream	Synthesis
jiQ5a9LlpxaHdggy	Riverside	The Depth of Self-Delusion	Shrine Of New Generation Slaves
jitmHWx44kFAE4yy	Johnny Cash	Country Trash	American III: Solitary Man
jj54uH9K3Fzvqtma	Ariana Grande	Honeymoon Avenue	Yours Truly
jj55fEqkySIv4qy1	YNW Melly	Murder On My Mind	I AM YOU
jkQutX4B4A97ldsE	Nevermore	The Termination Proclamation	The Obsidian Conspiracy
jkcaK72MAI6QRt7F	August Burns Red	Composure	Messengers
jkwblIweGAebUHMq	Diana Krall	I've Got You Under My Skin	When I Look In Your Eyes
jlFpBjM8WmkgzRlg	Opeth	Sorceress	Sorceress
jlmD7JOBfcZXnUnf	Underworld	Jumbo	Beaucoup Fish (Remastered / Super Deluxe)
jmQTse8IIJ4nsypz	Glee Cast	It's Not Right but It's Okay	It's Not Right But It's Okay (Glee Cast Version)
jmjWn9ERDCgirIde	Bryan Ferry	The 'In' Crowd	Another Time, Another Place (Remastered 1999)
jmwR2XXwdzuBkRbu	Garbage	No Horses	No Horses
jnE38lP7iZd7pIXX	The Sword	Lords	Gods Of The Earth
jo6ReCCM6o95Thto	Genesis	In the Cage	The Lamb Lies Down On Broadway
jo8SkjkDIKy3BM8S	Nicklas Sahl	Hero	Planets
jorQx4KoKoRpYxmm	Parachute	Philadelphia	The Way It Was
joty0gKs0YqRLNSU	Neil Patrick Harris	Brand New Day	Dr. Horrible's Sing-Along Blog (Motion Picture Soundtrack)
jowKSvsEFBiioKvK	Muddy Waters	I'm Your Hoochie Coochie Man	King Of The Electric Blues
jqJ6fX2IHOadB1hR	Two Door Cinema Club	Sleep Alone	Beacon
jqJmPrE2owlxmfAY	A Day to Remember	Monument	For Those Who Have Heart Re-Issue
jqdOn7hVCRxa1Veb	Death	Bite the Pain	The Sound of Perseverance - Reissue
jqsrY1pVIdx6AnGN	Mariza	Rosa Branca	The Very Best of Fado: Um Tesouro Português
jrBapnIURY3hL6Hv	Manchester Orchestra	Pensacola	Simple Math
jrBcy5byqemxYvjT	Kelis	Intro	Wanderland
jrLpjlPdMMOhd5eu	Sabaton	Glorious Land	The Art Of War (Re-Armed)
jsej0zsLvWFW02Vc	The Rolling Stones	Miss You - Remastered	Some Girls
jsyIbokybtgb3pmJ	A Tribe Called Quest	Jazz (We've Got)	The Low End Theory
jszeSu1XC4iSH8jH	King Gizzard & The Lizard Wizard	Satan Speeds Up	I'm In Your Mind Fuzz
jt5yOi0Y7WnJBAcg	Guano Apes	Pretty in Scarlet	Walking On A Thin Line
jtKw1863k4rGKrdQ	Powerman 5000	Free	Transform
junlOY5MA1D8IMIT	Oasis	Songbird	Heathen Chemistry
juoLoztvRPrfYmjH	Duke Dumont	Ocean Drive	Ocean Drive
jv39of0m3XwBVdIw	The Last Shadow Puppets	Standing Next to Me	The Age Of The Understatement
jvfRfZPkqRNadCBo	Atmosphere	Give Me	God Loves Ugly
jvxHeGqmE2iltyUq	Wye Oak	Plains	Civilian
jwL7WTufTGWzxiju	Sparklehorse	Spirit Ditch	Vivadixiesubmarinetransmissionplot
jwLayThFxCxAbhN4	Eminem	The Way I Am	The Marshall Mathers LP
jxocCDUjcOYHAoXx	Gilbert O'Sullivan	Alone Again (Naturally)	Back to Front
jy6W4rWT9vGzUdIH	Satyricon	Woods to Eternity	The Shadowthrone
jybxjKBDKZjKsXNh	Calvin Harris	Feels	Funk Wav Bounces Vol.1
jzSbt8Lar16htzKG	Shakira	La Tortura (feat. Alejandro Sanz)	Fijación Oral, Vol. 1
jza81pmKApBN39UY	Lemon Demon	Eighth Wonder	Spirit Phone
jzq1MjCEw9xBVvIo	Portugal. The Man	How the Leopard Got Its Spots	"Waiter: ""You Vultures!"""
jzrOnpAxDnM3ZKI2	Yungblud	I Love You, Will You Marry Me	21st Century Liability
k0LXr345zaBzTPCS	Theory of a Deadman	Wait For Me	Scars & Souvenirs [Special Edition 2009]
k0WjvjkE1RIAD4OY	Cher	It's Not Unusual	The Sonny Side Of Chér
k1Nap3pGm1zeOQSK	The Shins	Pressed in a Book	Oh, Inverted World
k1vpT9GTEetRQIW5	Van Morrison	Streets of Arklow	Veedon Fleece
k2f7HM6XJHEx9Xga	Megadeth	Head Crusher	ENDGAME
k2hWClAmlwrYsA3B	The Rolling Stones	Mixed Emotions	Steel Wheels (Remastered 2009)
k2sTB8Yei5EDW7ba	Ashley Tisdale	Don't Let Me Down	Music Sessions, Vol.1
k359CixIFRVz3QHM	Muse	Feeling Good	Origin Of Symmetry
k3FPwF5E4hLTlXRr	Rawthang	Scorned	Scorned / Ai (Rawthang Remix)
k3fIF5XsWbLhdgcu	Ghostemane	D(r)own	Hexada
k3xVM762w3RTOSc0	Paloma Faith	30 Minute Love Affair	Fall To Grace
k4UnduvYeRQSqlXR	Maroon 5	Back at Your Door	It Won't Be Soon Before Long.
k4k03snnDI2NKgys	Rotting Christ	His Sleeping Majesty	Thy Mighty Contract (Re-issue)
k4vGCg6TXbmPjcAW	Sandy e Junior	Imortal (Immortallity)	As Quatro Estações
k4zHM5e4EmOV2TNi	Austin Mahone	Dirty Work	Dirty Work
k5SnKXPtsNavpnn0	Jamiroquai	King for a Day	Synkronized
k5ZEht4kSGfPkoRc	Imogen Heap	Tidal	Ellipse
k5utxZAsb5b5hRcU	Him	Heartache Every Moment	Deep Shadows And Brilliant Highlights (Deluxe Re-Mastered)
k68WuDMJJvrWeeXX	OneRepublic	Wherever I Go	Oh My My
k6LZ32AyVaYRxRqU	Miss May I	Not Our Tomorrow	Apologies Are For The Weak
k6ZHC64Sv3ZF5BDJ	Leonard Cohen	Democracy	The Future
k6pCLnjAYSoOoo9o	10cc	Rubber Bullets	10cc
k6qFGgpEV85Pp9Nf	Loreena McKennitt	Courtyard Lullaby	The Visit
k6v4FZ6A0YwE93A0	2Pac	How Do You Want It	All Eyez On Me
k6vpOoh2CeE5m4GG	Lillian Axe	Nobody Knows	Deep Red Shadows
k6zcoqCseu7u92hI	David Gilmour	A Pocketful of Stones	On An Island
k7EdnJnYXtZylbdF	Staind	Believe	The Illusion Of Progress
k7KxTOMX4f18C1lC	Cocteau Twins	Blind Dumb Deaf	Garlands
k7Nh93qJae1HAoRo	Rosa de Saron	Muitos Choram	Acústico
k7oeRlt1cXQiqfR7	Twin Caverns	Swell	Glass Balloon
k88tcVQ6FdFfRcQP	Jorn	Tungur Knivur	50 Years on Earth (the Anniversary Box Set)
k8A9XF2Y3Krf1Pya	Washed Out	A Dedication	Within and Without
k8LR17rm0jvc8nVN	Einstürzende Neubauten	Negativ Nein	Strategies Against Architecture
k95nx1fgEaZYt7fY	Miranda Lambert	All Kinds of Kinds	Four The Record
k9Ht9RHlzTTYZ8RK	Bedouine	Dusty Eyes	Bedouine (Deluxe)
kB9KHTogmCSuJeX3	Eyes Set to Kill	Break	Eyes Set To Kill
kBPYozr89OqPt69S	While She Sleeps	New World Torture	Brainwashed
kBg8GP3JvmpGdyQM	Johnny Cash	Get Rhythm	Johnny Cash at Sun
kBwRVb68o1yRCtxG	George Ezra	Angry Hill	Did You Hear the Rain?
kC2flIh8Bk46xtRd	Bad Religion	You Are (The Government)	Suffer (2005 Remaster)
kC8ItuaAbAJWNv3v	Shania Twain	Raining On Our Love	The Woman In Me
kCJHgbVuvdOLX9fK	Lorde	A World Alone	Pure Heroine
kCjoZhap3XdiCWsC	Against the Current	Wasteland	In Our Bones
kCpv8DZzgqO7JVwp	Tori Amos	Digital Ghost	American Doll Posse
kD291Tvhe8IBrGNa	Leonard Cohen	Come Healing	Old Ideas
kDWLpXx8c6H75wCf	Ariana Grande	successful	Sweetener
kDfVFNrPtyFGEzsm	Joe Jonas	Fastlife	Fastlife
kDurSh6GRXjlyl0y	Tom Odell	I Know	Long Way Down
kEIAMo5UkLOX7hBF	fromis_9	Think of You	To. Day
kFBTJVLf3HZ7gP3A	Jay-Z & Kanye West	Ni**as In Paris	Top Five (Music From And Inspired By The Motion Picture)
kFFmVLEiGKYDUls6	Fastway	Say What You Will	Fastway
kGE2D5tuE9eDq98v	Bad Religion	Tomorrow	Age Of Unreason
kGGHyhyV9C5h0met	Thursday	Autumn Leaves Revisited	A City By The Light Divided
kGacIHgE5PpjzW21	Ron Pope	One Grain Of Sand	Atlanta
kGqt1SWYRG5M2X32	Paramore	Careful	brand new eyes
kGtLRf0crksm80GI	She & Him	Please, Please, Please, Let Me Get What I Want	(500) Days of Summer (Music from the Motion Picture)
kHdObM6qLFYwPvBF	Crown the Empire	Two's Too Many	The Fallout (Deluxe Reissue)
kHext4kltqDFZgku	TAEMIN	MOVE	MOVE - The 2nd Album
kICEDeVqC4M0iB75	Parra for Cuva	Wicked Games (feat. Anna Naklab)	Wicked Games (feat. Anna Naklab) [Radio Edit]
kIEALxVoNBD0fZ4x	Ne-Yo	Carry On (Her Letter To Him)	R.E.D. (Deluxe Edition)
kIUFIR4QDKMTWyY3	Steve Winwood	Back In The High Life Again	Back In The High Life
kIrrHrqhMGtCuLZN	Set It Off	Bad Guy	Duality
kJ74bU2na58DIv1z	Epica	The Holographic Principle - A Profound Understanding of Reality	The Holographic Principle
kKWP97rna5MLID9k	Cher	Just Like Jesse James	Heart Of Stone
kKg3iaSKjyAkNM42	slowthai	Drug Dealer	Nothing Great About Britain
kMJheBQGcL8KG3xH	Manowar	The Oath	Sign Of The Hammer
kMnS9SSJA3WP6sIb	Thursday	Between Rupture And Rapture	War All The Time
kNjGLH3TsdTQJyGT	Fad Gadget	Swallow It	Incontinent
kNk0qL1EIOgZkalU	Lantlôs	Minusmensch	.neon
kNqrRjBGGlQJikwq	Prefab Sprout	Cruel	Swoon
kOVK1Bh9ihrB0CkJ	Glee Cast	Somebody to Love	Glee: The Music, Volume 1
kObtPNCEmcSyfTt6	Strapping Young Lad	Detox	City
kOgG4ztKhCXSglgr	Tom Waits	Step Right Up	Small Change (Remastered)
kOq1He7i3MKraH7s	Within Temptation	Sinéad	The Unforgiving
kP7G13XIAmT3uoT9	Dionne Warwick	Heartbreaker	80s 100 Hits
kPPkYlWi2KNXJLqr	Sabaton	Lejonet från Norden	Carolus Rex
kPQllTjnYgfZhHKH	Sabrina Claudio	Frozen	About Time
kQ1SiWK0LwJpuV3L	Becky G	Play It Again	Play It Again
kQIE8WTvbcWyNWgl	Hudson Mohawke	Ryderz	Lantern
kQZmbUIk3VB1LQ5v	Joshua Radin	Winter	We Were Here
kQae70lguG2yJqxy	Fleetwood Mac	Jewel Eyed Judy	50 Years - Don't Stop
kQhLXNcT0JcwIMNk	The Flaming Lips	Do You Realize??	Yoshimi Battles The Pink Robots (U.S. Version)
kRJlDYGTiOGiTqdc	Foals	Cafe D'Athens	Part 1 Everything Not Saved Will Be Lost
kSDPUwWDCOkb8wOX	Cutting Crew	(I Just) Died in Your Arms	The Best Of Cutting Crew
kTDmcHeyW2hcF6bQ	Michael Jackson	Girl You're So Together	Farewell My Summer Love
kU8zk2nribAcsKo4	King	In The Meantime	We Are KING
kUd3HAkkNfcdAiF0	Guano Apes	Rain	The Best and The Lost (T)apes
kUyu4mGZTeLvT4OH	Elton John	Sorry Seems to Be the Hardest Word	Blue Moves
kVAqNushjm7xPaZz	Ashlee Simpson	Love Makes the World Go Round	Autobiography
kVJrgk5VyxX9Nprz	Jethro Tull	Cross Eyed Mary	Aqualung (Special Edition)
kVWyV5G2YUGlkSEu	Janet Jackson	Rhythm Nation	Rhythm Nation 1814
kVZUr0jaTFwSlmgQ	Dr. Hook	Sharing The Night Together	Pleasure & Pain
kVwgnTYbqaw0CeuU	Elliott Smith	Roman Candle	Roman Candle
kWB38nOpqKebYNrF	Muse	Reapers	Drones
kXDZPyj1HsCLUYeQ	Teenage Fanclub	Neil Jung	Grand Prix
kXV0cKk6tdVO0zTf	Eric Clapton	Steady Rollin' Man	461 Ocean Blvd. (Deluxe Edition)
kY9RyJ8RusA2VrTB	New Order	Ecstasy	Power, Corruption & Lies
kYSnnva28gmdWByj	Dizzee Rascal	Fix Up, Look Sharp	Boy In Da Corner
kYjUrmbdJ4Xwh5C5	Lifehouse	Firing Squad	Out of the Wasteland
kYjimvGY1hS1Ghgm	Jackson Browne	Tender Is the Night	Lawyers in Love
kYs1zbNu2F6i5nO0	Billie Holiday	That Ole Devil Called Love	The Decca Singles Vol. 1: 1945-1949
kZ4ZuSXXANzSc5h8	Legião Urbana	Música De Trabalho	A Tempestade
kZV6wep0ogka756U	Mayday Parade	Get Up	Anywhere But Here (Deluxe)
kZfU7YzNZr7QlRXA	Mary J. Blige	Stay Down	Growing Pains
ka8n52iDYeA6K2FB	Belphegor	Baphomet	Totenritual
kagU44z72oRKoDRf	Cheryl	Love Made Me Do It	Love Made Me Do It
kbCl5Mo79wrcrwLy	Joni Mitchell	A Bird That Whistles	Chalk Mark In A Rain Storm
kbXSe3gseaykOgWy	Sonata Arctica	Misplaced	Reckoning Night
kc3Y5WKQEAeZ2Qav	Circa Survive	Sharp Practice	Violent Waves
kc8B5AJ0cVwHfaw7	? and the Mysterians	96 Tears	96 Tears
kcaMH9JrE1WXYotC	Crystal Castles	Birds	(II)
kdS85PeI03SkAaMQ	Billy Squier	The Stroke	Don't Say No
ke53HJAgYa45bCoz	Jorge Ben	O Namorado Da Viúva	A Tabua De Esmeralda
keL0GM4Vis6abtHQ	Issues	Late	Issues
keQWs3ID7D9EIDQo	Whitechapel	Bring Me Home	Mark of the Blade
